label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
0,0.2453008443117141,0.6499543786048889,-0.0992395058274269,0.9999355673789978,0.3323041796684265,0.6290735602378845,-0.2719089090824127,0.9996421337127686,0.3404045403003692,0.5961857438087463,0.1606681793928146,0.9964805841445924,0.3383587002754211,0.8181033134460449,-0.2390976995229721,0.9895163774490356,0.3354775011539459,0.7600569725036621,0.2077120989561081,0.2401126027107238,0.247157022356987,0.799858808517456,-0.0519361533224582,0.9767310619354248,0.2571989595890045,0.7695521712303162,0.1579516977071762,0.2979892790317535,0.5279119610786438,0.6281192302703857,-0.1298722177743911,0.9973139762878418,0.524067759513855,0.6108019351959229,0.1300128996372223,0.9966460466384888,0.6702200770378113,0.6750057935714722,-0.0607447028160095,0.9497902989387512,0.6644313335418701,0.6642372012138367,0.1757074445486068,0.4765664935111999,0.8087217211723328,0.7204815149307251,0.0119578521698713,0.9537878632545472,0.795116126537323,0.7114757299423218,0.2585664093494415,0.721091628074646,0.8388642072677612,0.703322172164917,0.014822176657617,0.9564419984817504,0.8223744034767151,0.6963604688644409,0.2635462582111358,0.783869743347168,0.8153438568115234,0.8271295428276062,-0.0662631541490554,0.929783582687378,0.803067147731781,0.8086493015289307,0.2048567086458206,0.7982452511787415
1,0.2610915303230285,0.6526334285736084,0.0103796701878309,0.9999589323997498,0.3227008879184723,0.6647430658340454,-0.1688880771398544,0.999872088432312,0.3320599496364593,0.5663054585456848,0.181492194533348,0.9981069564819336,0.3269468247890472,0.816523015499115,-0.1492300480604171,0.9942432045936584,0.3373508155345917,0.6878632307052612,0.3207412958145141,0.286225825548172,0.2654123306274414,0.7803778648376465,-0.0094773918390274,0.9802037477493286,0.272966206073761,0.7339766621589661,0.4080048203468323,0.3961353302001953,0.5085991024971008,0.6091213822364807,-0.1149995550513267,0.9996330738067628,0.5063447952270508,0.5470816493034363,0.1149616762995719,0.9993225336074828,0.6175653338432312,0.6583091616630554,-0.0685338973999023,0.9617181420326232,0.6091088056564331,0.6361817717552185,0.237698420882225,0.4428477883338928,0.7471002340316772,0.6984507441520691,-0.0639111548662185,0.9577910900115968,0.726334810256958,0.6703900694847107,0.3402017652988434,0.6010507941246033,0.7754797339439392,0.6949282884597778,-0.064220942556858,0.9471181631088256,0.7501383423805237,0.664109468460083,0.3505464196205139,0.6868970990180969,0.7248045802116394,0.7817602157592773,-0.1018964424729347,0.940916895866394,0.7104219198226929,0.7532704472541809,0.3486891090869903,0.7140944600105286
1,0.2481320798397064,0.6558458805084229,-0.0134996958076953,0.999949872493744,0.3164532780647278,0.6645473837852478,-0.1831017434597015,0.9998570084571838,0.3248032927513122,0.568796694278717,0.1635272204875946,0.9977116584777832,0.324138730764389,0.8181667327880859,-0.155936911702156,0.993686318397522,0.3317953944206238,0.7011285424232483,0.2918870151042938,0.2384244799613952,0.2615090310573578,0.7798116207122803,-0.0167463216930627,0.9816176295280457,0.2628369629383087,0.7375526428222656,0.3714112341403961,0.3672480881214142,0.4993346333503723,0.6081758737564087,-0.1134243458509445,0.9996612668037416,0.4969052672386169,0.5482164025306702,0.1133781671524047,0.9993046522140504,0.6090015769004822,0.6552152633666992,-0.0614720694720745,0.9647974371910096,0.6003081798553467,0.6339025497436523,0.2428419589996338,0.4424955248832702,0.7373637557029724,0.6836509704589844,-0.0376199223101139,0.963568925857544,0.7204688787460327,0.6607486009597778,0.3494817912578583,0.6052162647247314,0.765842854976654,0.6807347536087036,-0.0364714376628398,0.9463741779327391,0.7461696267127991,0.6530340313911438,0.359891265630722,0.6756914854049683,0.7169934511184692,0.7731543779373169,-0.0762831941246986,0.949209690093994,0.7033253908157349,0.7433604598045349,0.3561183512210846,0.7232263088226318
0,0.1503215730190277,0.551612138748169,-0.0305526219308376,0.9999432563781738,0.2482696622610092,0.5232013463973999,-0.2099179923534393,0.9997707605361938,0.2607089281082153,0.4652645885944366,0.2061412632465362,0.9965983629226683,0.2637699246406555,0.7765212059020996,-0.1832211464643478,0.9910550713539124,0.2728557586669922,0.6791689395904541,0.2514145672321319,0.5134007930755615,0.1624893397092819,0.7614917755126953,-0.0483146384358406,0.9802175760269164,0.1749845892190933,0.7247218489646912,0.214692935347557,0.427493155002594,0.507866621017456,0.4833011627197265,-0.1171724945306778,0.9993393421173096,0.5023697018623352,0.460805207490921,0.1173127368092536,0.998046576976776,0.687013566493988,0.5583294630050659,-0.0888624638319015,0.9554328322410583,0.677300214767456,0.5455357432365417,0.1550769060850143,0.3961405456066131,0.8706314563751221,0.6028332710266113,-0.0671356990933418,0.9392341375350952,0.8447566628456116,0.5857703685760498,0.211399644613266,0.4996286630630493,0.9179242849349976,0.5781719088554382,-0.0690827667713165,0.929976224899292,0.8804731965065002,0.5703898668289185,0.2143816947937011,0.6052448153495789,0.8784026503562927,0.7655937671661377,-0.1574596613645553,0.9084427952766418,0.8568191528320312,0.7408692240715027,0.153635635972023,0.6559053063392639
0,0.9385949969291688,0.4954223036766052,0.0029522373806685,0.9992435574531556,0.8466521501541138,0.292029321193695,0.2477013766765594,0.993019163608551,0.8983810544013977,0.3390371799468994,-0.2022207826375961,0.9994611144065856,0.818554162979126,0.5704858303070068,0.295179009437561,0.1879362165927887,0.9097411036491394,0.6403573751449585,-0.2893553674221039,0.9792786836624146,0.8853062391281128,0.6936630010604858,0.1974651962518692,0.2363230586051941,1.0128223896026611,0.675154983997345,-0.2223504036664962,0.9650474190711976,0.5755964517593384,0.3859927654266357,0.1270112693309784,0.9932718873023988,0.5837441682815552,0.4219655394554138,-0.1270270198583603,0.9954258799552916,0.3538642823696136,0.4761146306991577,0.1496003270149231,0.3925535976886749,0.3453352749347687,0.4893000423908233,-0.1021014899015426,0.9397568106651306,0.1188248917460441,0.4908709526062011,0.1996462941169738,0.5518723130226135,0.0947597250342369,0.4844401180744171,-0.0834304839372634,0.9207848906517028,0.0735615938901901,0.4760238230228424,0.1983192563056945,0.6618874073028564,0.0513620227575302,0.4554107785224914,-0.0874538570642471,0.92325097322464,0.1187931671738624,0.6458688378334045,0.1032860204577446,0.6695038676261902,0.0993700101971626,0.6599867343902588,-0.2143611758947372,0.8895637392997742
0,0.6973289847373962,0.4417804479598999,-0.0315390154719352,0.9998419880867004,0.5780849456787109,0.3081341385841369,0.1830045282840728,0.9976258277893066,0.6024256348609924,0.3553087711334228,-0.1850214451551437,0.9993758797645568,0.5661296248435974,0.5647501945495605,0.2404298186302185,0.6099156141281128,0.5854546427726746,0.6317864060401917,-0.2083668261766433,0.9578389525413512,0.6964074373245239,0.5446285009384155,0.2368373721837997,0.6743153929710388,0.7126061320304871,0.5884904861450195,-0.0596160516142845,0.9339114427566528,0.3030650317668915,0.3905180990695953,0.1040846109390258,0.9940374493598938,0.3077010810375213,0.4222902059555053,-0.1037906929850578,0.9940387606620787,0.1076136603951454,0.5252535343170166,0.1465438157320022,0.2000427097082138,0.0891482084989547,0.5513268709182739,-0.0698064416646957,0.7495217323303223,-0.1046987324953079,0.5122694969177246,0.2227191030979156,0.1243892982602119,-0.1077292710542678,0.5301710963249207,-0.0152217121794819,0.4841001629829407,-0.1386602967977523,0.4896058738231659,0.2260680049657821,0.1907993108034134,-0.1405229717493057,0.4850741326808929,-0.0108514530584216,0.5964252352714539,-0.12615467607975,0.6125670671463013,0.1553655415773391,0.2181311994791031,-0.1335315555334091,0.6501916646957397,-0.0976553633809089,0.433453768491745
0,0.9362154603004456,0.4970738589763641,-0.0003332533233333,0.9993371367454528,0.8451017737388611,0.3050858676433563,0.2421925067901611,0.9933304786682128,0.8989246487617493,0.3367388844490051,-0.1946168094873428,0.9994651079177856,0.810029923915863,0.569050133228302,0.2917455732822418,0.210002914071083,0.9142925143241882,0.6365634799003601,-0.2838059067726135,0.9799543023109436,0.8851345777511597,0.6770675182342529,0.1923381984233856,0.2510229349136352,1.0291441679000854,0.6444309949874878,-0.2311349660158157,0.9681567549705504,0.5765570402145386,0.3935522139072418,0.1248348727822303,0.9938361644744872,0.5829506516456604,0.3944589793682098,-0.124828852713108,0.9958859086036682,0.3542272448539734,0.4696524143218994,0.1302772760391235,0.4297201335430145,0.3450011312961578,0.4732717871665954,-0.1112846210598945,0.948298156261444,0.119878739118576,0.4920526146888733,0.1552999764680862,0.5882622003555298,0.0968676581978797,0.4854446947574615,-0.1169393882155418,0.9311100840568542,0.072279579937458,0.4782209694385528,0.1510850489139557,0.6845942139625549,0.0518658757209777,0.4612933695316314,-0.1243264973163604,0.931404709815979,0.1181107312440872,0.6431490778923035,0.0529608316719532,0.6983625292778015,0.0995641499757766,0.6575704216957092,-0.2560944259166717,0.901785373687744
0,0.8054113984107971,0.6783034205436707,0.020103508606553,0.9999762177467346,0.7154877781867981,0.6110857725143433,0.2275053858757019,0.999244749546051,0.7432407140731812,0.6612263321876526,-0.1311735212802887,0.9999424815177916,0.7149384021759033,0.7816926836967468,0.2450531423091888,0.5986018180847168,0.7460372447967529,0.8538421988487244,-0.1183553040027618,0.9826547503471376,0.7873506546020508,0.7968003749847412,0.2128315567970276,0.5808886289596558,0.808376133441925,0.8198153972625732,0.0366964936256408,0.9739291071891784,0.5652027726173401,0.6375933289527893,0.1130622774362564,0.9989356994628906,0.5742095708847046,0.6717938780784607,-0.1130767911672592,0.9992413520812988,0.4276164472103119,0.6921610236167908,0.1203865185379982,0.2275154888629913,0.4308129847049713,0.7132528424263,-0.0935404673218727,0.9473499059677124,0.2892527878284454,0.718559205532074,0.1303998529911041,0.5003258585929871,0.2811969220638275,0.7376986145973206,-0.0887317955493927,0.9677863717079164,0.2608577311038971,0.71236652135849,0.127761498093605,0.6255210041999817,0.2549617290496826,0.7300117015838623,-0.0937117710709571,0.9618072509765624,0.2947073876857757,0.8127826452255249,0.0765120312571525,0.7401750683784485,0.2873844504356384,0.8413428664207458,-0.1736802905797958,0.9622578024864196
0,0.7286015152931213,0.6370902061462402,-0.3586729764938354,0.9999032020568848,0.6687256097793579,0.5349859595298767,-0.1417822390794754,0.9988647103309632,0.5870941281318665,0.5808220505714417,-0.4501246213912964,0.998417854309082,0.6612545847892761,0.7312670350074768,-0.0866612866520881,0.6581158638000488,0.5752723217010498,0.8342171311378479,-0.4916194379329681,0.9799801111221312,0.7071847915649414,0.8142120838165283,-0.2567364573478699,0.8516220450401306,0.6889760494232178,0.8290331363677979,-0.5032918453216553,0.9708597660064696,0.4540295302867889,0.5468181371688843,0.1134871989488601,0.9993743896484376,0.4078348875045776,0.5760336518287659,-0.1134436056017875,0.9997113347053528,0.3613053858280182,0.5847187042236328,0.4522953927516937,0.6141867637634277,0.3061938285827636,0.5999191999435425,0.1887576282024383,0.983433187007904,0.2710210680961609,0.587221622467041,0.7999375462532043,0.8121434450149536,0.2118535041809082,0.6017003655433655,0.4670155644416809,0.9881962537765504,0.2572522461414337,0.5696450471878052,0.8374996185302734,0.8651429414749146,0.1925592273473739,0.5835279822349548,0.4914150536060333,0.9799190759658812,0.2696845233440399,0.6651005744934082,0.821829617023468,0.889881432056427,0.2225272804498672,0.6914880275726318,0.4162205755710602,0.975493311882019
0,0.6783733367919922,0.6572340130805969,-0.2941396534442901,0.9998288154602052,0.6329242587089539,0.5993717908859253,-0.1221127957105636,0.9984386563301086,0.564983606338501,0.5855419635772705,-0.3648306727409363,0.9985198974609376,0.613814651966095,0.7703622579574585,-0.0830795019865036,0.611821711063385,0.5260369181632996,0.7832781672477722,-0.3857828974723816,0.979931652545929,0.6448966264724731,0.8134261965751648,-0.2103180438280105,0.7352851033210754,0.6264421343803406,0.8166607618331909,-0.3938003182411194,0.96810120344162,0.4463963508605957,0.5686599612236023,0.0903676599264144,0.999321460723877,0.4169369041919708,0.5545037984848022,-0.0902432054281234,0.9996718168258668,0.3611775040626526,0.6208280920982361,0.2991393208503723,0.4012494683265686,0.3245216310024261,0.6264302134513855,0.1379487961530685,0.9730324745178224,0.2902677357196808,0.642380952835083,0.5426262021064758,0.5988142490386963,0.2409896552562713,0.6581564545631409,0.3614946901798248,0.9796855449676514,0.2800642848014831,0.633941113948822,0.5691065192222595,0.6880166530609131,0.2223816514015197,0.6513409614562988,0.3806901276111603,0.9651913046836852,0.2856058478355407,0.7354899048805237,0.5510170459747314,0.8211649060249329,0.2430506497621536,0.7452400326728821,0.3224334120750427,0.9712391495704652
